name,street,city,state,zip,type,facility_type,specialty,link,msa_name,msa_code,msa_population,msa_median_household_income,pct_under_18,pct_18_34,pct_35_54,pct_55_64,pct_65_plus,median_age,msa_total_population,age_mix_summary,age_mix_category,zip_total_population,zip_population_density,zip_median_household_income,zip_median_home_value,zip_population_growth_rate,zip_under_5,zip_age_5_17,zip_age_18_24,zip_age_25_34,zip_age_35_44,zip_age_45_54,zip_age_55_64,zip_age_65_74,zip_age_75_84,zip_age_85_plus,zip_pct_under_5,zip_pct_age_5_17,zip_pct_age_18_24,zip_pct_age_25_34,zip_pct_age_35_44,zip_pct_age_45_54,zip_pct_age_55_64,zip_pct_age_65_74,zip_pct_age_75_84,zip_pct_age_85_plus,zip_growth_under_18,zip_growth_18_34,zip_growth_35_54,zip_growth_55_64,zip_growth_65_plus,attractiveness_score,attractiveness_category,attractiveness_color,density_score,growth_score,senior_score,income_score,young_family_score,senior_population_pct,young_family_pct,lat,lon,"discharges (inpatient volume, 2023)",patient_days (2023),cmi (12/2023)
SSM Health Breast Care,"1031 Bellevue Ave., Suite 100",St. Louis,MO,63117,,Imaging Center / Radiology,Mammography,https://www.ssmhealth.com/locations/location-details/medical-group-st-louis-breast-health,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Breast Care,"1031 Bellevue Ave., Suite 100",St. Louis,MO,63117,,Surgery Center (or Ambulatory Surgery Center – ASC),Surgery,https://www.ssmhealth.com/locations/location-details/medical-group-st-louis-breast-health,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,"1035 Bellevue Ave., Suite 500",St. Louis,MO,63117,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/medical-group-st-louis-outpatient-services,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,"1035 Bellevue Ave., Suite 500",St. Louis,MO,63117,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/pulmonology-sleep-1035-bellevue,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,"1035 Bellevue Ave., Suite 500",St. Louis,MO,63117,,Surgery Center (or Ambulatory Surgery Center – ASC),Surgery-General,https://www.ssmhealth.com/locations/location-details/medical-group-st-louis-outpatient-services,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Pharmacy,6420 Clayton Road,St. Louis,MO,63117,,Pharmacy,Pharmacy,https://www.ssmhealth.com/locations/location-details/pharmacy-st-louis,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,"1035 Bellevue Ave., Suite 305",St. Louis,MO,63117,,Clinic (or Outpatient Clinic),Geriatrics,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-st-louis-primary-care-bellevue-305?specialty=Geriatrics,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,"1035 Bellevue Ave., Suite 206",St. Louis,MO,63117,,Clinic (or Outpatient Clinic),Endocrinology,https://www.ssmhealth.com/locations/location-details/endocrinology-1035-bellevue,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,"1035 Bellevue Ave., Suite 305",St. Louis,MO,63117,,Clinic (or Outpatient Clinic),Internal Medicine,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-st-louis-primary-care-bellevue-305?specialty=Internal%20Medicine,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,"1035 Bellevue Ave., Suite 400",St. Louis,MO,63117,,Clinic (or Outpatient Clinic),Internal Medicine,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-st-louis-pediatrics-primary-care?specialty=Internal%20Medicine,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,6994 Mexico Road,St. Peters,MO,63376,,Clinic (or Outpatient Clinic),Family Medicine,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-st-peters?specialty=Family%20Medicine,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,76807.468,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,5121.0,204.84,67598.0,267708.0,0.184415269387088,307.0,819.0,460.0,665.0,614.0,665.0,614.0,460.0,307.0,204.0,5.994922866627612,15.992970123022848,8.982620581917594,12.985744971685218,11.989845733255224,12.985744971685218,11.989845733255224,8.982620581917594,5.994922866627612,3.983596953719976,0.1475322155096704,0.2212983232645057,0.1659737424483792,0.2028567963257969,0.2766229040806321,77.02124645892353,High,#ff7f0e,99.6458923512748,33.92351274787536,71.38810198300283,80.63031161473089,113.51983002832864,18.96114040226518,21.98789298965046,38.791612,-90.5958468,,,
SSM Health Cardinal Glennon Pediatrics,2927 S. Kingshighway Blvd.,St. Louis,MO,63139,,Clinic (or Outpatient Clinic),Pediatrics,,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,22225.866,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2246.0,89.84,50768.0,226953.0,0.1742854252937971,134.0,359.0,202.0,291.0,269.0,291.0,269.0,202.0,134.0,89.0,5.966162065894924,15.983971504897596,8.993766696349065,12.956366874443455,11.976847729296528,12.956366874443455,11.976847729296528,8.993766696349065,5.966162065894924,3.96260017809439,0.1394283402350376,0.2091425103525565,0.1568568827644174,0.1917139678231768,0.2614281379406956,39.22556657223796,Low,#d62728,69.79461756373938,8.038243626062323,42.74079320113314,13.51628895184136,67.80807365439094,18.922528940338378,21.95013357079252,38.6060063,-90.2691154,,,
SSM Health Cardinal Glennon Pediatrics,2927 S. Kingshighway Blvd.,St. Louis,MO,63139,,Clinic (or Outpatient Clinic),Pediatrics,,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,22225.866,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2246.0,89.84,50768.0,226953.0,0.1742854252937971,134.0,359.0,202.0,291.0,269.0,291.0,269.0,202.0,134.0,89.0,5.966162065894924,15.983971504897596,8.993766696349065,12.956366874443455,11.976847729296528,12.956366874443455,11.976847729296528,8.993766696349065,5.966162065894924,3.96260017809439,0.1394283402350376,0.2091425103525565,0.1568568827644174,0.1917139678231768,0.2614281379406956,39.22556657223796,Low,#d62728,69.79461756373938,8.038243626062323,42.74079320113314,13.51628895184136,67.80807365439094,18.922528940338378,21.95013357079252,38.6060063,-90.2691154,,,
SLUCare Physician Group,1034 S. Brentwood Blvd.,St. Louis,MO,63117,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/cardiovascular-services-1034-s-brentwood-st-louis,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,9145.122,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,656.0,26.24,68744.0,307071.0,0.1823299994177497,39.0,104.0,59.0,85.0,78.0,85.0,78.0,59.0,39.0,26.0,5.945121951219512,15.853658536585366,8.99390243902439,12.957317073170731,11.890243902439025,12.957317073170731,11.890243902439025,8.99390243902439,5.945121951219512,3.963414634146341,0.1458639995341998,0.2187959993012997,0.1640969994759747,0.2005629993595247,0.2734949991266246,43.49256373937678,Medium,#2ca02c,32.259206798866856,29.21388101983003,23.90226628895184,96.25,43.59419263456091,18.902439024390244,21.79878048780488,38.6280278,-90.1910154,,,
SSM Health Medical Group,611 S. Marshall Ave.,Mc Leansboro,IL,62859,,Clinic (or Outpatient Clinic),ENT-Otolaryngology,https://www.ssmhealth.com/locations/location-details/mcleansboro,"Mount Vernon, IL Metropolitan Statistical Area",34500.0,5478.849,81379.0,22.1,17.3,26.7,16.4,17.5,41.9,38000.0,"Under 18: 22.1%, 18-34: 17.3%, 35-54: 26.7%, 55-64: 16.4%, 65+: 17.5%",Balanced Age Mix,559.0,22.36,54371.0,196192.0,0.1947651006851715,33.0,89.0,50.0,72.0,67.0,72.0,67.0,50.0,33.0,22.0,5.903398926654741,15.92128801431127,8.94454382826476,12.880143112701251,11.985688729874775,12.880143112701251,11.985688729874775,8.94454382826476,5.903398926654741,3.9355992844364938,0.1558120805481372,0.2337181208222058,0.1752885906166544,0.2142416107536887,0.2921476510277573,26.58781869688385,Low,#d62728,22.73371104815864,36.61473087818697,10.410764872521248,30.771954674220968,48.24362606232295,18.783542039356,21.82468694096601,,,,,
SSM Health Medical Group,611 S. Marshall Ave.,Mc Leansboro,IL,62859,,Clinic (or Outpatient Clinic),Pulmonary Disease,https://www.ssmhealth.com/locations/location-details/mcleansboro-pulmonology,"Mount Vernon, IL Metropolitan Statistical Area",34500.0,5478.849,81379.0,22.1,17.3,26.7,16.4,17.5,41.9,38000.0,"Under 18: 22.1%, 18-34: 17.3%, 35-54: 26.7%, 55-64: 16.4%, 65+: 17.5%",Balanced Age Mix,559.0,22.36,54371.0,196192.0,0.1947651006851715,33.0,89.0,50.0,72.0,67.0,72.0,67.0,50.0,33.0,22.0,5.903398926654741,15.92128801431127,8.94454382826476,12.880143112701251,11.985688729874775,12.880143112701251,11.985688729874775,8.94454382826476,5.903398926654741,3.9355992844364938,0.1558120805481372,0.2337181208222058,0.1752885906166544,0.2142416107536887,0.2921476510277573,26.58781869688385,Low,#d62728,22.73371104815864,36.61473087818697,10.410764872521248,30.771954674220968,48.24362606232295,18.783542039356,21.82468694096601,,,,,
SSM Health Medical Group,611 S. Marshall Ave.,Mc Leansboro,IL,62859,,Clinic (or Outpatient Clinic),Cardiology,https://www.ssmhealth.com/locations/location-details/medical-group-mcleansboro-cardiology,"Mount Vernon, IL Metropolitan Statistical Area",34500.0,5478.849,81379.0,22.1,17.3,26.7,16.4,17.5,41.9,38000.0,"Under 18: 22.1%, 18-34: 17.3%, 35-54: 26.7%, 55-64: 16.4%, 65+: 17.5%",Balanced Age Mix,559.0,22.36,54371.0,196192.0,0.1947651006851715,33.0,89.0,50.0,72.0,67.0,72.0,67.0,50.0,33.0,22.0,5.903398926654741,15.92128801431127,8.94454382826476,12.880143112701251,11.985688729874775,12.880143112701251,11.985688729874775,8.94454382826476,5.903398926654741,3.9355992844364938,0.1558120805481372,0.2337181208222058,0.1752885906166544,0.2142416107536887,0.2921476510277573,26.58781869688385,Low,#d62728,22.73371104815864,36.61473087818697,10.410764872521248,30.771954674220968,48.24362606232295,18.783542039356,21.82468694096601,,,,,
SSM Health Physical Therapy,3639 N. St. Peters Parkway,St. Peters,MO,63376,,Rehabilitation Center (or Physical Therapy),,https://www.ssmhealth.com/locations/location-details/physical-therapy-st-peters-parkway,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,76807.468,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,5121.0,204.84,67598.0,267708.0,0.184415269387088,307.0,819.0,460.0,665.0,614.0,665.0,614.0,460.0,307.0,204.0,5.994922866627612,15.992970123022848,8.982620581917594,12.985744971685218,11.989845733255224,12.985744971685218,11.989845733255224,8.982620581917594,5.994922866627612,3.983596953719976,0.1475322155096704,0.2212983232645057,0.1659737424483792,0.2028567963257969,0.2766229040806321,77.02124645892353,High,#ff7f0e,99.6458923512748,33.92351274787536,71.38810198300283,80.63031161473089,113.51983002832864,18.96114040226518,21.98789298965046,38.791612,-90.5958468,,,
SSM Health Physical Therapy,148 Professional Pkwy.,Troy,MO,63379,,Rehabilitation Center (or Physical Therapy),,https://www.ssmhealth.com/locations/location-details/physical-therapy-troy-mo,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,24547.691,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2233.0,89.32,55528.0,228009.0,0.2009138447735582,133.0,357.0,200.0,290.0,267.0,290.0,267.0,200.0,133.0,89.0,5.956112852664576,15.987460815047022,8.956560680698612,12.987012987012983,11.957008508732647,12.987012987012983,11.957008508732647,8.956560680698612,5.956112852664576,3.9856695029108815,0.1607310758188466,0.2410966137282699,0.1808224602962024,0.2210052292509141,0.3013707671603374,44.51133144475921,Medium,#2ca02c,69.05099150141642,42.06798866855524,20.821529745042493,36.614730878186975,63.06657223796034,18.89834303627407,21.9435736677116,38.9696692,-90.9613363,,,
SSM Health Imaging Services,164 Professional Parkway,Troy,MO,63379,,Imaging Center / Radiology,Radiology,https://www.ssmhealth.com/locations/location-details/imaging-services-troy-mo,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,24547.691,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2233.0,89.32,55528.0,228009.0,0.2009138447735582,133.0,357.0,200.0,290.0,267.0,290.0,267.0,200.0,133.0,89.0,5.956112852664576,15.987460815047022,8.956560680698612,12.987012987012983,11.957008508732647,12.987012987012983,11.957008508732647,8.956560680698612,5.956112852664576,3.9856695029108815,0.1607310758188466,0.2410966137282699,0.1808224602962024,0.2210052292509141,0.3013707671603374,44.51133144475921,Medium,#2ca02c,69.05099150141642,42.06798866855524,20.821529745042493,36.614730878186975,63.06657223796034,18.89834303627407,21.9435736677116,38.9696692,-90.9613363,,,
SSM Health Medical Group,172 Professional Parkway,Troy,MO,63379,,Surgery Center (or Ambulatory Surgery Center – ASC),Surgery-General,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-troy-mo-primary-care?specialty=Surgery-General,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,24547.691,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2233.0,89.32,55528.0,228009.0,0.2009138447735582,133.0,357.0,200.0,290.0,267.0,290.0,267.0,200.0,133.0,89.0,5.956112852664576,15.987460815047022,8.956560680698612,12.987012987012983,11.957008508732647,12.987012987012983,11.957008508732647,8.956560680698612,5.956112852664576,3.9856695029108815,0.1607310758188466,0.2410966137282699,0.1808224602962024,0.2210052292509141,0.3013707671603374,44.51133144475921,Medium,#2ca02c,69.05099150141642,42.06798866855524,20.821529745042493,36.614730878186975,63.06657223796034,18.89834303627407,21.9435736677116,38.9696692,-90.9613363,,,
SSM Health Medical Group,172 Professional Parkway,Troy,MO,63379,,Clinic (or Outpatient Clinic),Family Medicine,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-troy-mo-primary-care?specialty=Family%20Medicine,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,24547.691,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2233.0,89.32,55528.0,228009.0,0.2009138447735582,133.0,357.0,200.0,290.0,267.0,290.0,267.0,200.0,133.0,89.0,5.956112852664576,15.987460815047022,8.956560680698612,12.987012987012983,11.957008508732647,12.987012987012983,11.957008508732647,8.956560680698612,5.956112852664576,3.9856695029108815,0.1607310758188466,0.2410966137282699,0.1808224602962024,0.2210052292509141,0.3013707671603374,44.51133144475921,Medium,#2ca02c,69.05099150141642,42.06798866855524,20.821529745042493,36.614730878186975,63.06657223796034,18.89834303627407,21.9435736677116,38.9696692,-90.9613363,,,
SSM Health Medical Group,172 Professional Parkway,Troy,MO,63379,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/specialty-care-troy-mo,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,24547.691,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2233.0,89.32,55528.0,228009.0,0.2009138447735582,133.0,357.0,200.0,290.0,267.0,290.0,267.0,200.0,133.0,89.0,5.956112852664576,15.987460815047022,8.956560680698612,12.987012987012983,11.957008508732647,12.987012987012983,11.957008508732647,8.956560680698612,5.956112852664576,3.9856695029108815,0.1607310758188466,0.2410966137282699,0.1808224602962024,0.2210052292509141,0.3013707671603374,44.51133144475921,Medium,#2ca02c,69.05099150141642,42.06798866855524,20.821529745042493,36.614730878186975,63.06657223796034,18.89834303627407,21.9435736677116,38.9696692,-90.9613363,,,
SSM Health Physical Therapy,12539 Olive Blvd.,Creve Coeur,MO,63141,,Rehabilitation Center (or Physical Therapy),,https://www.ssmhealth.com/locations/location-details/physical-therapy-12539-olive-blvd-creve-coeur,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,20585.311,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,1533.0,61.32,61838.0,232184.0,0.2167028227067337,91.0,245.0,137.0,199.0,183.0,199.0,183.0,137.0,91.0,61.0,5.93607305936073,15.981735159817353,8.936725375081538,12.981082844096544,11.937377690802348,12.981082844096544,11.937377690802348,8.936725375081538,5.93607305936073,3.979125896934116,0.1733622581653869,0.2600433872480804,0.1950325404360603,0.238373104977407,0.3250542340601005,42.80169971671389,Medium,#2ca02c,49.64589235127479,50.77903682719547,14.589235127478752,53.51983002832862,58.8314447592068,18.851924331376384,21.917808219178085,38.6763077,-90.4642463,,,
SSM Health Physical Therapy,4075 N. St. Peters Pkwy.,St. Peters,MO,63304,,Rehabilitation Center (or Physical Therapy),,https://www.ssmhealth.com/locations/location-details/physical-therapy-4075-n-st-peters-parkway,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,43741.261,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2453.0,98.12,70213.0,283551.0,0.2175543999315876,147.0,392.0,220.0,318.0,294.0,318.0,294.0,220.0,147.0,98.0,5.992662046473705,15.980432123929884,8.968609865470851,12.963717896453325,11.98532409294741,12.963717896453325,11.98532409294741,8.968609865470851,5.992662046473705,3.995108030982471,0.1740435199452701,0.2610652799179052,0.1957989599384288,0.2393098399247464,0.3263315998973815,75.26203966005664,High,#ff7f0e,74.43342776203966,52.26628895184136,65.01416430594901,101.35269121813032,96.76345609065156,18.95637994292703,21.973094170403588,38.7471051,-90.5977023,,,
SSM Health Physical Therapy,32 Hampton Village Plaza,St. Louis,MO,63109,,Rehabilitation Center (or Physical Therapy),,https://www.ssmhealth.com/locations/location-details/physical-therapy-st-louis-hampton-village,"St. Louis, MO-IL Metropolitan Statistical Area",41180.0,26280.144,73426.0,21.8,19.7,26.4,15.9,16.2,39.8,2800000.0,"Under 18: 21.8%, 18-34: 19.7%, 35-54: 26.4%, 55-64: 15.9%, 65+: 16.2%",Balanced Age Mix,2407.0,96.28,64095.0,247677.0,0.1655979048901048,144.0,385.0,216.0,312.0,288.0,312.0,288.0,216.0,144.0,96.0,5.982550893228085,15.995014540922307,8.973826339842127,12.962193601994183,11.96510178645617,12.962193601994183,11.96510178645617,8.973826339842127,5.982550893228085,3.9883672621520567,0.1324783239120839,0.1987174858681258,0.1490381144010943,0.1821576953791153,0.2483968573351572,55.07471671388102,Medium,#2ca02c,73.26487252124646,4.001416430594901,49.539660056657226,68.12677053824363,99.47946175637394,18.944744495222267,21.977565434150392,38.5918368,-90.2925534,,,
